Driver,Body,Tires,WG,AC,ON,OF,MT,SL,SW,SA,SG,TL,TW,TA,TG
Inkling Boy,Inkstriker,Ancient Tires Ancient Tyres,3.75,2.75,3.75,3.75,3.5,3.5,3.5,4.0,3.5,2.5,2.75,3.0,2.75
Inkling Boy,Master Cycle Zero,Standard Normal,3.25,3.0,4.0,4.0,3.5,3.25,4.0,3.5,3.75,3.75,3.75,3.5,3.5
Inkling Boy,Master Cycle Zero,Monster,3.75,2.5,4.25,4.5,3.25,3.25,3.75,3.5,3.25,3.0,3.25,2.75,3.0
Inkling Boy,Master Cycle Zero,Roller,2.75,3.5,3.5,3.75,4.0,2.75,4.0,3.0,3.75,4.0,4.0,3.75,3.75
Inkling Boy,Master Cycle Zero,Slim,3.25,2.5,4.5,3.0,3.25,3.5,3.75,4.0,3.5,4.0,4.0,3.5,3.75
Inkling Boy,Master Cycle Zero,Slick,3.5,2.25,4.5,2.75,2.75,3.75,3.25,4.0,3.0,3.5,3.0,3.25,3.0
Inkling Boy,Master Cycle Zero,Metal,3.75,2.0,3.75,3.25,2.75,3.75,4.0,3.25,3.5,3.5,3.5,3.0,2.75
Inkling Boy,Master Cycle Zero,Button,2.75,3.25,3.75,3.5,3.75,3.0,3.75,3.5,3.5,3.75,3.75,3.75,3.25
Inkling Boy,Master Cycle Zero,Off-Road,3.5,2.75,4.25,4.25,3.0,3.5,4.25,3.5,3.25,3.25,3.25,3.25,3.25
Inkling Boy,Master Cycle Zero,Sponge,3.0,3.0,4.0,4.25,3.75,3.0,3.5,3.25,4.0,3.5,3.25,3.25,3.5
Inkling Boy,Master Cycle Zero,Wood Wooden,3.25,2.5,4.5,3.0,3.25,3.5,3.75,4.0,3.5,4.0,4.0,3.5,3.75
Inkling Boy,Master Cycle Zero,Cushion,3.0,3.0,4.0,4.25,3.75,3.0,3.5,3.25,4.0,3.5,3.25,3.25,3.5
Inkling Boy,Master Cycle Zero,Blue Standard Normal Blue,3.25,3.0,4.0,4.0,3.5,3.25,4.0,3.5,3.75,3.75,3.75,3.5,3.5
Inkling Boy,Master Cycle Zero,Hot Monster Funky Monster,3.75,2.5,4.25,4.5,3.25,3.25,3.75,3.5,3.25,3.0,3.25,2.75,3.0
Inkling Boy,Master Cycle Zero,Azure Roller,2.75,3.5,3.5,3.75,4.0,2.75,4.0,3.0,3.75,4.0,4.0,3.75,3.75
Inkling Boy,Master Cycle Zero,Crimson Slim,3.25,2.5,4.5,3.0,3.25,3.5,3.75,4.0,3.5,4.0,4.0,3.5,3.75
Inkling Boy,Master Cycle Zero,Cyber Slick,3.5,2.25,4.5,2.75,2.75,3.75,3.25,4.0,3.0,3.5,3.0,3.25,3.0
Inkling Boy,Master Cycle Zero,Retro Off-Road,3.5,2.75,4.25,4.25,3.0,3.5,4.25,3.5,3.25,3.25,3.25,3.25,3.25
Inkling Boy,Master Cycle Zero,Gold Tires Gold Wheels,3.75,2.0,3.75,3.25,2.75,3.75,4.0,3.25,3.5,3.5,3.5,3.0,2.75
Inkling Boy,Master Cycle Zero,GLA Tires GLA Wheels,3.25,3.0,4.0,4.0,3.5,3.25,4.0,3.5,3.75,3.75,3.75,3.5,3.5
Inkling Boy,Master Cycle Zero,Triforce Tires Triforce Tyres,3.5,2.75,4.25,4.25,3.0,3.5,4.25,3.5,3.25,3.25,3.25,3.25,3.25
Inkling Boy,Master Cycle Zero,Leaf Tires Leaf Tyres,2.75,3.25,3.75,3.5,3.75,3.0,3.75,3.5,3.5,3.75,3.75,3.75,3.25
Inkling Boy,Master Cycle Zero,Ancient Tires Ancient Tyres,3.75,2.5,4.25,4.5,3.25,3.25,3.75,3.5,3.25,3.0,3.25,2.75,3.0
Link (Breath of the Wild),Standard Kart,Standard Normal,3.5,3.0,4.25,3.5,3.5,4.0,4.25,4.0,4.25,3.0,2.75,3.0,3.0
Link (Breath of the Wild),Standard Kart,Monster,4.0,2.5,4.5,4.0,3.25,4.0,4.0,4.0,3.75,2.25,2.25,2.25,2.5
Link (Breath of the Wild),Standard Kart,Roller,3.0,3.5,3.75,3.25,4.0,3.5,4.25,3.5,4.25,3.25,3.0,3.25,3.25
Link (Breath of the Wild),Standard Kart,Slim,3.5,2.5,4.75,2.5,3.25,4.25,4.0,4.5,4.0,3.25,3.0,3.0,3.25
Link (Breath of the Wild),Standard Kart,Slick,3.75,2.25,4.75,2.25,2.75,4.5,3.5,4.5,3.5,2.75,2.0,2.75,2.5
Link (Breath of the Wild),Standard Kart,Metal,4.0,2.0,4.0,2.75,2.75,4.5,4.25,3.75,4.0,2.75,2.5,2.5,2.25
Link (Breath of the Wild),Standard Kart,Button,3.0,3.25,4.0,3.0,3.75,3.75,4.0,4.0,4.0,3.0,2.75,3.25,2.75
Link (Breath of the Wild),Standard Kart,Off-Road,3.75,2.75,4.5,3.75,3.0,4.25,4.5,4.0,3.75,2.5,2.25,2.75,2.75
Link (Breath of the Wild),Standard Kart,Sponge,3.25,3.0,4.25,3.75,3.75,3.75,3.75,3.75,4.5,2.75,2.25,2.75,3.0
Link (Breath of the Wild),Standard Kart,Wood Wooden,3.5,2.5,4.75,2.5,3.25,4.25,4.0,4.5,4.0,3.25,3.0,3.0,3.25
Link (Breath of the Wild),Standard Kart,Cushion,3.25,3.0,4.25,3.75,3.75,3.75,3.75,3.75,4.5,2.75,2.25,2.75,3.0
Link (Breath of the Wild),Standard Kart,Blue Standard Normal Blue,3.5,3.0,4.25,3.5,3.5,4.0,4.25,4.0,4.25,3.0,2.75,3.0,3.0
Link (Breath of the Wild),Standard Kart,Hot Monster Funky Monster,4.0,2.5,4.5,4.0,3.25,4.0,4.0,4.0,3.75,2.25,2.25,2.25,2.5
Link (Breath of the Wild),Standard Kart,Azure Roller,3.0,3.5,3.75,3.25,4.0,3.5,4.25,3.5,4.25,3.25,3.0,3.25,3.25
Link (Breath of the Wild),Standard Kart,Crimson Slim,3.5,2.5,4.75,2.5,3.25,4.25,4.0,4.5,4.0,3.25,3.0,3.0,3.25
Link (Breath of the Wild),Standard Kart,Cyber Slick,3.75,2.25,4.75,2.25,2.75,4.5,3.5,4.5,3.5,2.75,2.0,2.75,2.5
Link (Breath of the Wild),Standard Kart,Retro Off-Road,3.75,2.75,4.5,3.75,3.0,4.25,4.5,4.0,3.75,2.5,2.25,2.75,2.75
Link (Breath of the Wild),Standard Kart,Gold Tires Gold Wheels,4.0,2.0,4.0,2.75,2.75,4.5,4.25,3.75,4.0,2.75,2.5,2.5,2.25
Link (Breath of the Wild),Standard Kart,GLA Tires GLA Wheels,3.5,3.0,4.25,3.5,3.5,4.0,4.25,4.0,4.25,3.0,2.75,3.0,3.0
Link (Breath of the Wild),Standard Kart,Triforce Tires Triforce Tyres,3.75,2.75,4.5,3.75,3.0,4.25,4.5,4.0,3.75,2.5,2.25,2.75,2.75
Link (Breath of the Wild),Standard Kart,Leaf Tires Leaf Tyres,3.0,3.25,4.0,3.0,3.75,3.75,4.0,4.0,4.0,3.0,2.75,3.25,2.75
Link (Breath of the Wild),Standard Kart,Ancient Tires Ancient Tyres,4.0,2.5,4.5,4.0,3.25,4.0,4.0,4.0,3.75,2.25,2.25,2.25,2.5
Link (Breath of the Wild),Pipe Frame,Standard Normal,3.25,3.5,4.25,3.75,3.75,3.5,4.25,3.5,3.75,3.5,3.25,3.25,2.75
Link (Breath of the Wild),Pipe Frame,Monster,3.75,3.0,4.5,4.25,3.5,3.5,4.0,3.5,3.25,2.75,2.75,2.5,2.25
Link (Breath of the Wild),Pipe Frame,Roller,2.75,4.0,3.75,3.5,4.25,3.0,4.25,3.0,3.75,3.75,3.5,3.5,3.0
Link (Breath of the Wild),Pipe Frame,Slim,3.25,3.0,4.75,2.75,3.5,3.75,4.0,4.0,3.5,3.75,3.5,3.25,3.0
Link (Breath of the Wild),Pipe Frame,Slick,3.5,2.75,4.75,2.5,3.0,4.0,3.5,4.0,3.0,3.25,2.5,3.0,2.25
Link (Breath of the Wild),Pipe Frame,Metal,3.75,2.5,4.0,3.0,3.0,4.0,4.25,3.25,3.5,3.25,3.0,2.75,2.0
Link (Breath of the Wild),Pipe Frame,Button,2.75,3.75,4.0,3.25,4.0,3.25,4.0,3.5,3.5,3.5,3.25,3.5,2.5
Link (Breath of the Wild),Pipe Frame,Off-Road,3.5,3.25,4.5,4.0,3.25,3.75,4.5,3.5,3.25,3.0,2.75,3.0,2.5
Link (Breath of the Wild),Pipe Frame,Sponge,3.0,3.5,4.25,4.0,4.0,3.25,3.75,3.25,4.0,3.25,2.75,3.0,2.75
Link (Breath of the Wild),Pipe Frame,Wood Wooden,3.25,3.0,4.75,2.75,3.5,3.75,4.0,4.0,3.5,3.75,3.5,3.25,3.0
Link (Breath of the Wild),Pipe Frame,Cushion,3.0,3.5,4.25,4.0,4.0,3.25,3.75,3.25,4.0,3.25,2.75,3.0,2.75
Link (Breath of the Wild),Pipe Frame,Blue Standard Normal Blue,3.25,3.5,4.25,3.75,3.75,3.5,4.25,3.5,3.75,3.5,3.25,3.25,2.75
Link (Breath of the Wild),Pipe Frame,Hot Monster Funky Monster,3.75,3.0,4.5,4.25,3.5,3.5,4.0,3.5,3.25,2.75,2.75,2.5,2.25
Link (Breath of the Wild),Pipe Frame,Azure Roller,2.75,4.0,3.75,3.5,4.25,3.0,4.25,3.0,3.75,3.75,3.5,3.5,3.0
Link (Breath of the Wild),Pipe Frame,Crimson Slim,3.25,3.0,4.75,2.75,3.5,3.75,4.0,4.0,3.5,3.75,3.5,3.25,3.0
Link (Breath of the Wild),Pipe Frame,Cyber Slick,3.5,2.75,4.75,2.5,3.0,4.0,3.5,4.0,3.0,3.25,2.5,3.0,2.25
Link (Breath of the Wild),Pipe Frame,Retro Off-Road,3.5,3.25,4.5,4.0,3.25,3.75,4.5,3.5,3.25,3.0,2.75,3.0,2.5
Link (Breath of the Wild),Pipe Frame,Gold Tires Gold Wheels,3.75,2.5,4.0,3.0,3.0,4.0,4.25,3.25,3.5,3.25,3.0,2.75,2.0
Link (Breath of the Wild),Pipe Frame,GLA Tires GLA Wheels,3.25,3.5,4.25,3.75,3.75,3.5,4.25,3.5,3.75,3.5,3.25,3.25,2.75
Link (Breath of the Wild),Pipe Frame,Triforce Tires Triforce Tyres,3.5,3.25,4.5,4.0,3.25,3.75,4.5,3.5,3.25,3.0,2.75,3.0,2.5
Link (Breath of the Wild),Pipe Frame,Leaf Tires Leaf Tyres,2.75,3.75,4.0,3.25,4.0,3.25,4.0,3.5,3.5,3.5,3.25,3.5,2.5
Link (Breath of the Wild),Pipe Frame,Ancient Tires Ancient Tyres,3.75,3.0,4.5,4.25,3.5,3.5,4.0,3.5,3.25,2.75,2.75,2.5,2.25
Link (Breath of the Wild),Mach 8,Standard Normal,3.75,2.75,4.0,3.75,3.5,4.0,4.25,4.5,4.5,2.75,2.75,3.25,2.75
Link (Breath of the Wild),Mach 8,Monster,4.25,2.25,4.25,4.25,3.25,4.0,4.0,4.5,4.0,2.0,2.25,2.5,2.25
Link (Breath of the Wild),Mach 8,Roller,3.25,3.25,3.5,3.5,4.0,3.5,4.25,4.0,4.5,3.0,3.0,3.5,3.0
Link (Breath of the Wild),Mach 8,Slim,3.75,2.25,4.5,2.75,3.25,4.25,4.0,5.0,4.25,3.0,3.0,3.25,3.0
Link (Breath of the Wild),Mach 8,Slick,4.0,2.0,4.5,2.5,2.75,4.5,3.5,5.0,3.75,2.5,2.0,3.0,2.25
Link (Breath of the Wild),Mach 8,Metal,4.25,1.75,3.75,3.0,2.75,4.5,4.25,4.25,4.25,2.5,2.5,2.75,2.0
Link (Breath of the Wild),Mach 8,Button,3.25,3.0,3.75,3.25,3.75,3.75,4.0,4.5,4.25,2.75,2.75,3.5,2.5
Link (Breath of the Wild),Mach 8,Off-Road,4.0,2.5,4.25,4.0,3.0,4.25,4.5,4.5,4.0,2.25,2.25,3.0,2.5
Link (Breath of the Wild),Mach 8,Sponge,3.5,2.75,4.0,4.0,3.75,3.75,3.75,4.25,4.75,2.5,2.25,3.0,2.75
Link (Breath of the Wild),Mach 8,Wood Wooden,3.75,2.25,4.5,2.75,3.25,4.25,4.0,5.0,4.25,3.0,3.0,3.25,3.0
Link (Breath of the Wild),Mach 8,Cushion,3.5,2.75,4.0,4.0,3.75,3.75,3.75,4.25,4.75,2.5,2.25,3.0,2.75
Link (Breath of the Wild),Mach 8,Blue Standard Normal Blue,3.75,2.75,4.0,3.75,3.5,4.0,4.25,4.5,4.5,2.75,2.75,3.25,2.75
Link (Breath of the Wild),Mach 8,Hot Monster Funky Monster,4.25,2.25,4.25,4.25,3.25,4.0,4.0,4.5,4.0,2.0,2.25,2.5,2.25
Link (Breath of the Wild),Mach 8,Azure Roller,3.25,3.25,3.5,3.5,4.0,3.5,4.25,4.0,4.5,3.0,3.0,3.5,3.0
Link (Breath of the Wild),Mach 8,Crimson Slim,3.75,2.25,4.5,2.75,3.25,4.25,4.0,5.0,4.25,3.0,3.0,3.25,3.0
Link (Breath of the Wild),Mach 8,Cyber Slick,4.0,2.0,4.5,2.5,2.75,4.5,3.5,5.0,3.75,2.5,2.0,3.0,2.25
Link (Breath of the Wild),Mach 8,Retro Off-Road,4.0,2.5,4.25,4.0,3.0,4.25,4.5,4.5,4.0,2.25,2.25,3.0,2.5
Link (Breath of the Wild),Mach 8,Gold Tires Gold Wheels,4.25,1.75,3.75,3.0,2.75,4.5,4.25,4.25,4.25,2.5,2.5,2.75,2.0
Link (Breath of the Wild),Mach 8,GLA Tires GLA Wheels,3.75,2.75,4.0,3.75,3.5,4.0,4.25,4.5,4.5,2.75,2.75,3.25,2.75
Link (Breath of the Wild),Mach 8,Triforce Tires Triforce Tyres,4.0,2.5,4.25,4.0,3.0,4.25,4.5,4.5,4.0,2.25,2.25,3.0,2.5
Link (Breath of the Wild),Mach 8,Leaf Tires Leaf Tyres,3.25,3.0,3.75,3.25,3.75,3.75,4.0,4.5,4.25,2.75,2.75,3.5,2.5
Link (Breath of the Wild),Mach 8,Ancient Tires Ancient Tyres,4.25,2.25,4.25,4.25,3.25,4.0,4.0,4.5,4.0,2.0,2.25,2.5,2.25
Link (Breath of the Wild),Steel Driver,Standard Normal,4.0,2.25,3.75,3.5,3.0,4.25,4.75,3.75,3.5,2.5,3.5,2.5,2.5
Link (Breath of the Wild),Steel Driver,Monster,4.5,1.75,4.0,4.0,2.75,4.25,4.5,3.75,3.0,1.75,3.0,1.75,2.0
Link (Breath of the Wild),Steel Driver,Roller,3.5,2.75,3.25,3.25,3.5,3.75,4.75,3.25,3.5,2.75,3.75,2.75,2.75
Link (Breath of the Wild),Steel Driver,Slim,4.0,1.75,4.25,2.5,2.75,4.5,4.5,4.25,3.25,2.75,3.75,2.5,2.75
Link (Breath of the Wild),Steel Driver,Slick,4.25,1.5,4.25,2.25,2.25,4.75,4.0,4.25,2.75,2.25,2.75,2.25,2.0
Link (Breath of the Wild),Steel Driver,Metal,4.5,1.25,3.5,2.75,2.25,4.75,4.75,3.5,3.25,2.25,3.25,2.0,1.75
Link (Breath of the Wild),Steel Driver,Button,3.5,2.5,3.5,3.0,3.25,4.0,4.5,3.75,3.25,2.5,3.5,2.75,2.25
Link (Breath of the Wild),Steel Driver,Off-Road,4.25,2.0,4.0,3.75,2.5,4.5,5.0,3.75,3.0,2.0,3.0,2.25,2.25
Link (Breath of the Wild),Steel Driver,Sponge,3.75,2.25,3.75,3.75,3.25,4.0,4.25,3.5,3.75,2.25,3.0,2.25,2.5
Link (Breath of the Wild),Steel Driver,Wood Wooden,4.0,1.75,4.25,2.5,2.75,4.5,4.5,4.25,3.25,2.75,3.75,2.5,2.75
Link (Breath of the Wild),Steel Driver,Cushion,3.75,2.25,3.75,3.75,3.25,4.0,4.25,3.5,3.75,2.25,3.0,2.25,2.5
Link (Breath of the Wild),Steel Driver,Blue Standard Normal Blue,4.0,2.25,3.75,3.5,3.0,4.25,4.75,3.75,3.5,2.5,3.5,2.5,2.5
Link (Breath of the Wild),Steel Driver,Hot Monster Funky Monster,4.5,1.75,4.0,4.0,2.75,4.25,4.5,3.75,3.0,1.75,3.0,1.75,2.0
Link (Breath of the Wild),Steel Driver,Azure Roller,3.5,2.75,3.25,3.25,3.5,3.75,4.75,3.25,3.5,2.75,3.75,2.75,2.75
Link (Breath of the Wild),Steel Driver,Crimson Slim,4.0,1.75,4.25,2.5,2.75,4.5,4.5,4.25,3.25,2.75,3.75,2.5,2.75
Link (Breath of the Wild),Steel Driver,Cyber Slick,4.25,1.5,4.25,2.25,2.25,4.75,4.0,4.25,2.75,2.25,2.75,2.25,2.0
Link (Breath of the Wild),Steel Driver,Retro Off-Road,4.25,2.0,4.0,3.75,2.5,4.5,5.0,3.75,3.0,2.0,3.0,2.25,2.25
Link (Breath of the Wild),Steel Driver,Gold Tires Gold Wheels,4.5,1.25,3.5,2.75,2.25,4.75,4.75,3.5,3.25,2.25,3.25,2.0,1.75
Link (Breath of the Wild),Steel Driver,GLA Tires GLA Wheels,4.0,2.25,3.75,3.5,3.0,4.25,4.75,3.75,3.5,2.5,3.5,2.5,2.5
Link (Breath of the Wild),Steel Driver,Triforce Tires Triforce Tyres,4.25,2.0,4.0,3.75,2.5,4.5,5.0,3.75,3.0,2.0,3.0,2.25,2.25
Link (Breath of the Wild),Steel Driver,Leaf Tires Leaf Tyres,3.5,2.5,3.5,3.0,3.25,4.0,4.5,3.75,3.25,2.5,3.5,2.75,2.25
Link (Breath of the Wild),Steel Driver,Ancient Tires Ancient Tyres,4.5,1.75,4.0,4.0,2.75,4.25,4.5,3.75,3.0,1.75,3.0,1.75,2.0
Link (Breath of the Wild),Cat Cruiser,Standard Normal,3.5,3.25,4.5,3.5,3.75,3.75,4.0,4.0,4.5,3.25,2.75,3.0,3.25
Link (Breath of the Wild),Cat Cruiser,Monster,4.0,2.75,4.75,4.0,3.5,3.75,3.75,4.0,4.0,2.5,2.25,2.25,2.75
Link (Breath of the Wild),Cat Cruiser,Roller,3.0,3.75,4.0,3.25,4.25,3.25,4.0,3.5,4.5,3.5,3.0,3.25,3.5
Link (Breath of the Wild),Cat Cruiser,Slim,3.5,2.75,5.0,2.5,3.5,4.0,3.75,4.5,4.25,3.5,3.0,3.0,3.5
Link (Breath of the Wild),Cat Cruiser,Slick,3.75,2.5,5.0,2.25,3.0,4.25,3.25,4.5,3.75,3.0,2.0,2.75,2.75
Link (Breath of the Wild),Cat Cruiser,Metal,4.0,2.25,4.25,2.75,3.0,4.25,4.0,3.75,4.25,3.0,2.5,2.5,2.5
Link (Breath of the Wild),Cat Cruiser,Button,3.0,3.5,4.25,3.0,4.0,3.5,3.75,4.0,4.25,3.25,2.75,3.25,3.0
Link (Breath of the Wild),Cat Cruiser,Off-Road,3.75,3.0,4.75,3.75,3.25,4.0,4.25,4.0,4.0,2.75,2.25,2.75,3.0
Link (Breath of the Wild),Cat Cruiser,Sponge,3.25,3.25,4.5,3.75,4.0,3.5,3.5,3.75,4.75,3.0,2.25,2.75,3.25
Link (Breath of the Wild),Cat Cruiser,Wood Wooden,3.5,2.75,5.0,2.5,3.5,4.0,3.75,4.5,4.25,3.5,3.0,3.0,3.5
Link (Breath of the Wild),Cat Cruiser,Cushion,3.25,3.25,4.5,3.75,4.0,3.5,3.5,3.75,4.75,3.0,2.25,2.75,3.25
Link (Breath of the Wild),Cat Cruiser,Blue Standard Normal Blue,3.5,3.25,4.5,3.5,3.75,3.75,4.0,4.0,4.5,3.25,2.75,3.0,3.25
Link (Breath of the Wild),Cat Cruiser,Hot Monster Funky Monster,4.0,2.75,4.75,4.0,3.5,3.75,3.75,4.0,4.0,2.5,2.25,2.25,2.75
Link (Breath of the Wild),Cat Cruiser,Azure Roller,3.0,3.75,4.0,3.25,4.25,3.25,4.0,3.5,4.5,3.5,3.0,3.25,3.5
Link (Breath of the Wild),Cat Cruiser,Crimson Slim,3.5,2.75,5.0,2.5,3.5,4.0,3.75,4.5,4.25,3.5,3.0,3.0,3.5
Link (Breath of the Wild),Cat Cruiser,Cyber Slick,3.75,2.5,5.0,2.25,3.0,4.25,3.25,4.5,3.75,3.0,2.0,2.75,2.75
Link (Breath of the Wild),Cat Cruiser,Retro Off-Road,3.75,3.0,4.75,3.75,3.25,4.0,4.25,4.0,4.0,2.75,2.25,2.75,3.0
Link (Breath of the Wild),Cat Cruiser,Gold Tires Gold Wheels,4.0,2.25,4.25,2.75,3.0,4.25,4.0,3.75,4.25,3.0,2.5,2.5,2.5
Link (Breath of the Wild),Cat Cruiser,GLA Tires GLA Wheels,3.5,3.25,4.5,3.5,3.75,3.75,4.0,4.0,4.5,3.25,2.75,3.0,3.25
Link (Breath of the Wild),Cat Cruiser,Triforce Tires Triforce Tyres,3.75,3.0,4.75,3.75,3.25,4.0,4.25,4.0,4.0,2.75,2.25,2.75,3.0
Link (Breath of the Wild),Cat Cruiser,Leaf Tires Leaf Tyres,3.0,3.5,4.25,3.0,4.0,3.5,3.75,4.0,4.25,3.25,2.75,3.25,3.0
Link (Breath of the Wild),Cat Cruiser,Ancient Tires Ancient Tyres,4.0,2.75,4.75,4.0,3.5,3.75,3.75,4.0,4.0,2.5,2.25,2.25,2.75
Link (Breath of the Wild),Circuit Special,Standard Normal,3.75,2.25,4.25,3.0,2.75,4.5,3.75,4.25,4.0,2.5,2.5,2.75,2.25
Link (Breath of the Wild),Circuit Special,Monster,4.25,1.75,4.5,3.5,2.5,4.5,3.5,4.25,3.5,1.75,2.0,2.0,1.75
Link (Breath of the Wild),Circuit Special,Roller,3.25,2.75,3.75,2.75,3.25,4.0,3.75,3.75,4.0,2.75,2.75,3.0,2.5
Link (Breath of the Wild),Circuit Special,Slim,3.75,1.75,4.75,2.0,2.5,4.75,3.5,4.75,3.75,2.75,2.75,2.75,2.5
Link (Breath of the Wild),Circuit Special,Slick,4.0,1.5,4.75,1.75,2.0,5.0,3.0,4.75,3.25,2.25,1.75,2.5,1.75
Link (Breath of the Wild),Circuit Special,Metal,4.25,1.25,4.0,2.25,2.0,5.0,3.75,4.0,3.75,2.25,2.25,2.25,1.5
Link (Breath of the Wild),Circuit Special,Button,3.25,2.5,4.0,2.5,3.0,4.25,3.5,4.25,3.75,2.5,2.5,3.0,2.0
Link (Breath of the Wild),Circuit Special,Off-Road,4.0,2.0,4.5,3.25,2.25,4.75,4.0,4.25,3.5,2.0,2.0,2.5,2.0
Link (Breath of the Wild),Circuit Special,Sponge,3.5,2.25,4.25,3.25,3.0,4.25,3.25,4.0,4.25,2.25,2.0,2.5,2.25
Link (Breath of the Wild),Circuit Special,Wood Wooden,3.75,1.75,4.75,2.0,2.5,4.75,3.5,4.75,3.75,2.75,2.75,2.75,2.5
Link (Breath of the Wild),Circuit Special,Cushion,3.5,2.25,4.25,3.25,3.0,4.25,3.25,4.0,4.25,2.25,2.0,2.5,2.25
Link (Breath of the Wild),Circuit Special,Blue Standard Normal Blue,3.75,2.25,4.25,3.0,2.75,4.5,3.75,4.25,4.0,2.5,2.5,2.75,2.25
Link (Breath of the Wild),Circuit Special,Hot Monster Funky Monster,4.25,1.75,4.5,3.5,2.5,4.5,3.5,4.25,3.5,1.75,2.0,2.0,1.75
Link (Breath of the Wild),Circuit Special,Azure Roller,3.25,2.75,3.75,2.75,3.25,4.0,3.75,3.75,4.0,2.75,2.75,3.0,2.5
Link (Breath of the Wild),Circuit Special,Crimson Slim,3.75,1.75,4.75,2.0,2.5,4.75,3.5,4.75,3.75,2.75,2.75,2.75,2.5
Link (Breath of the Wild),Circuit Special,Cyber Slick,4.0,1.5,4.75,1.75,2.0,5.0,3.0,4.75,3.25,2.25,1.75,2.5,1.75
Link (Breath of the Wild),Circuit Special,Retro Off-Road,4.0,2.0,4.5,3.25,2.25,4.75,4.0,4.25,3.5,2.0,2.0,2.5,2.0
Link (Breath of the Wild),Circuit Special,Gold Tires Gold Wheels,4.25,1.25,4.0,2.25,2.0,5.0,3.75,4.0,3.75,2.25,2.25,2.25,1.5
Link (Breath of the Wild),Circuit Special,GLA Tires GLA Wheels,3.75,2.25,4.25,3.0,2.75,4.5,3.75,4.25,4.0,2.5,2.5,2.75,2.25
Link (Breath of the Wild),Circuit Special,Triforce Tires Triforce Tyres,4.0,2.0,4.5,3.25,2.25,4.75,4.0,4.25,3.5,2.0,2.0,2.5,2.0
Link (Breath of the Wild),Circuit Special,Leaf Tires Leaf Tyres,3.25,2.5,4.0,2.5,3.0,4.25,3.5,4.25,3.75,2.5,2.5,3.0,2.0
Link (Breath of the Wild),Circuit Special,Ancient Tires Ancient Tyres,4.25,1.75,4.5,3.5,2.5,4.5,3.5,4.25,3.5,1.75,2.0,2.0,1.75
Link (Breath of the Wild),Tri-Speeder,Standard Normal,4.0,2.25,3.75,3.5,3.0,4.25,4.75,3.75,3.5,2.5,3.5,2.5,2.5
Link (Breath of the Wild),Tri-Speeder,Monster,4.5,1.75,4.0,4.0,2.75,4.25,4.5,3.75,3.0,1.75,3.0,1.75,2.0
Link (Breath of the Wild),Tri-Speeder,Roller,3.5,2.75,3.25,3.25,3.5,3.75,4.75,3.25,3.5,2.75,3.75,2.75,2.75
Link (Breath of the Wild),Tri-Speeder,Slim,4.0,1.75,4.25,2.5,2.75,4.5,4.5,4.25,3.25,2.75,3.75,2.5,2.75
Link (Breath of the Wild),Tri-Speeder,Slick,4.25,1.5,4.25,2.25,2.25,4.75,4.0,4.25,2.75,2.25,2.75,2.25,2.0
Link (Breath of the Wild),Tri-Speeder,Metal,4.5,1.25,3.5,2.75,2.25,4.75,4.75,3.5,3.25,2.25,3.25,2.0,1.75
Link (Breath of the Wild),Tri-Speeder,Button,3.5,2.5,3.5,3.0,3.25,4.0,4.5,3.75,3.25,2.5,3.5,2.75,2.25
Link (Breath of the Wild),Tri-Speeder,Off-Road,4.25,2.0,4.0,3.75,2.5,4.5,5.0,3.75,3.0,2.0,3.0,2.25,2.25
Link (Breath of the Wild),Tri-Speeder,Sponge,3.75,2.25,3.75,3.75,3.25,4.0,4.25,3.5,3.75,2.25,3.0,2.25,2.5
Link (Breath of the Wild),Tri-Speeder,Wood Wooden,4.0,1.75,4.25,2.5,2.75,4.5,4.5,4.25,3.25,2.75,3.75,2.5,2.75
Link (Breath of the Wild),Tri-Speeder,Cushion,3.75,2.25,3.75,3.75,3.25,4.0,4.25,3.5,3.75,2.25,3.0,2.25,2.5
Link (Breath of the Wild),Tri-Speeder,Blue Standard Normal Blue,4.0,2.25,3.75,3.5,3.0,4.25,4.75,3.75,3.5,2.5,3.5,2.5,2.5
Link (Breath of the Wild),Tri-Speeder,Hot Monster Funky Monster,4.5,1.75,4.0,4.0,2.75,4.25,4.5,3.75,3.0,1.75,3.0,1.75,2.0
Link (Breath of the Wild),Tri-Speeder,Azure Roller,3.5,2.75,3.25,3.25,3.5,3.75,4.75,3.25,3.5,2.75,3.75,2.75,2.75
Link (Breath of the Wild),Tri-Speeder,Crimson Slim,4.0,1.75,4.25,2.5,2.75,4.5,4.5,4.25,3.25,2.75,3.75,2.5,2.75
Link (Breath of the Wild),Tri-Speeder,Cyber Slick,4.25,1.5,4.25,2.25,2.25,4.75,4.0,4.25,2.75,2.25,2.75,2.25,2.0
Link (Breath of the Wild),Tri-Speeder,Retro Off-Road,4.25,2.0,4.0,3.75,2.5,4.5,5.0,3.75,3.0,2.0,3.0,2.25,2.25
Link (Breath of the Wild),Tri-Speeder,Gold Tires Gold Wheels,4.5,1.25,3.5,2.75,2.25,4.75,4.75,3.5,3.25,2.25,3.25,2.0,1.75
Link (Breath of the Wild),Tri-Speeder,GLA Tires GLA Wheels,4.0,2.25,3.75,3.5,3.0,4.25,4.75,3.75,3.5,2.5,3.5,2.5,2.5
